B_Req,R_Priority,FP,Complexity,Time,Cost
796,129,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
797,91,4,-0.023580719,1.1751897618260156,0.34602704870759515
798,143,2,1.1974583830783379,-0.800951334,0.041721293
799,107,3,-0.023580719,0.3847333236909606,-0.019139859
800,56,2,1.1974583830783379,-0.800951334,0.041721293
801,76,3,-0.023580719,0.3847333236909606,-0.019139859
802,151,3,-1.244619821,0.3847333236909606,-0.992918279
803,111,4,-0.023580719,1.1751897618260156,0.34602704870759515
804,52,3,-1.244619821,0.3847333236909606,-0.992918279
805,61,2,-0.023580719,-0.800951334,-0.56689022
806,138,3,-1.244619821,0.3847333236909606,-0.992918279
807,173,3,-1.244619821,0.3847333236909606,-0.992918279
808,216,4,-0.023580719,1.1751897618260156,0.34602704870759515
