R_Priority,FP,Complexity,Time,Cost,Class
111,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
143,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032,0
68,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812,0
84,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335,0
89,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032,0
151,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633,0
130,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735,1
160,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
95,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735,1
92,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
129,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735,1
69,3,1.1974583830783379,0.3847333236909606,1.9284169809243275,1
78,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
112,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
167,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068,0
138,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805,2
93,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
88,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
37,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562,1
187,4,1.1974583830783379,1.1751897618260156,1.563250073489697,1
177,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812,0
38,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812,0
80,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
163,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169,2
200,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749,0
227,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
177,4,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068,0
153,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
60,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812,0
128,3,1.1974583830783379,0.3847333236909606,0.9546385610986461,1
117,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
124,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417,1
114,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068,0
146,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067,2
163,4,1.1974583830783379,-0.8009513335116221,0.6503328049031206,0
57,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206,0
107,2,1.1974583830783379,-0.40572311444409453,1.0763608635768562,0
47,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633,0
109,4,1.1974583830783379,0.3847333236909606,1.9284169809243275,1
83,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562,1
21,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822,0
